结算日期,单据类型,店铺名称,货号,销售数量,销售金额,吊牌金额
20260413,退货单,京东-安踏吉元盛宝专卖店,922435511-1,-1,-139.0,-299.0000
20260413,退货单,抖音-安踏奥莱旗舰店DP,952448201-5,-1,-131.0,-549.0000
20260413,退货单,天猫-anta安踏安鸿博专卖店,922615575F-6,-1,-225.91,-399.0000
20260413,退货单,京东-安踏羽毛球官方旗舰店,922624411-4,-1,-329.0,-499.0000
20260413,退货单,京东-ANTA安踏安大专卖店,962427701-1,-2,-164.0,-398.0000
20260413,退货单,淘宝-安踏品牌生活网店,162518301S-2,-1,-96.59,-269.0000
20260413,退货单,天猫-anta安踏安发专卖店,922435511-1,-5,-838.73,-1495.0000
20260413,退货单,抖音-安踏泉州专卖店,112538063R-4,-6,-1194.0,-2034.0000
20260413,退货单,京东-安踏官方旗舰店,162625107-2,-1,-199.0,-199.0000
20260413,退货单,拼多多-安踏男鞋官方旗舰店,162537611N-6,-4,-892.0,-1796.0000
20260413,销售单,京东-ANTA安踏安大专卖店,122535562-3,2,279.0,1138.0000
20260413,退货单,天猫-安踏官方网店,162627119-2,-1,-139.0,-139.0000
20260413,退货单,天猫-安踏官方网店,962625501-3,-8,-844.4,-1112.0000
20260413,退货单,天猫-安踏女子运动旗舰店,922548837-4,-2,-415.64,-798.0000
20260413,退货单,天猫-anta安踏安鸿博专卖店,922625528-7,-2,-493.73,-798.0000
20260413,退货单,快手-安踏体育旗舰店,112615582-7,-1,-269.0,-399.0000
20260413,退货单,快手-安踏体育旗舰店,112615582-9,-2,-538.0,-798.0000
20260413,退货单,快手-安踏体育旗舰店,992458233R-3,-1,-19.9,-79.0000
20260413,退货单,拼多多-上海安驰安踏专卖店,962537503-1,-23,-2041.7,-6187.0000
20260413,退货单,安踏大货唯品会,922525526F-2,-4,-643.6829270000001,-1596.0000
20260413,退货单,天猫-安踏冠军旗舰店,112618804A-2,-1,-549.0,-599.0000
20260413,退货单,抖音-安踏沈阳专卖,152627101D-1,-42,-5838.0,-8358.0000
20260413,退货单,快手-安踏体育旗舰店,122545581-1,-1,-279.0,-499.0000
20260413,退货单,天猫-安踏官方网店,922518005-2,-1,-212.55,-399.0000
20260413,退货单,天猫-安踏官方网店,962617303-1,-18,-2921.25,-5382.0000
20260413,退货单,天猫-anta官方outlets店,992618154R-4,-1,-68.01,-199.0000
20260413,退货单,抖音-安踏官方旗舰店,112545519-7,-2,-338.0,-598.0000
20260413,退货单,快手-安踏体育旗舰店,922618839-2,-1,-239.0,-399.0000
20260413,退货单,快手-安踏体育旗舰店,992616151R-1,-1,-49.0,-99.0000
20260413,退货单,拼多多-安踏旗舰店,162447519U-1,-3,-197.2,-597.0000
20260413,退货单,拼多多-安踏旗舰店,952537103-5,-11,-520.63,-869.0000
20260413,退货单,拼多多-安踏男装官方旗舰店,112527701R-10,-1,-149.0,-299.0000
20260413,退货单,安踏大货唯品会,122538885U-6,-5,-721.0,-1495.0000
20260413,退货单,安踏大货唯品会,162537119-1,-63,-4418.640543,-10647.0000
20260413,退货单,拼多多-安踏运动旗舰店,912538042-3,-1,-91.0,-249.0000
20260413,退货单,天猫-安踏官方网店,922618009-4,-18,-3430.2300000000005,-6642.0000
20260413,退货单,天猫-anta官方outlets店,952626506-1,-1,-167.01,-239.0000
20260413,退货单,抖音-安踏官方旗舰店,912525572F-6,-42,-8272.0,-16758.0000
20260413,退货单,抖音-安踏官方旗舰店,922538004Q-1,-5,-759.3699999999999,-1345.0000
20260413,退货单,快手-安踏体育旗舰店,922618003-3,-3,-477.0,-897.0000
20260413,退货单,拼多多-安踏旗舰店,112531604Q-1,-8,-1370.42,-3192.0000
20260413,退货单,拼多多-安踏旗舰店,162537119-1,-20,-1279.7,-3380.0000
20260413,退货单,拼多多-安踏旗舰店,922538042-3,-26,-2154.12,-6474.0000
20260413,退货单,安踏会员,122625575-2,-2,-1598.0,-1598.0000
20260413,退货单,天猫-安踏官方网店,122548010VS-3,-1,-340.66,-599.0000
20260413,退货单,拼多多-安踏旗舰店,152527502-3,-17,-2531.0,-4573.0000
20260413,换货单,快手-安踏体育旗舰店,952627114-5,1,89.0,139.0000
20260413,退货单,天猫-安踏官方网店,922515517-1,-29,-7130.09,-11571.0000
20260413,退货单,安踏会员,112615583-1,-9,-4581.0,-5391.0000
20260413,退货单,安踏会员,112615583-4,-5,-2515.0,-2995.0000
20260413,退货单,安踏会员,112615583-7,-2,-1018.0,-1198.0000
20260413,退货单,得物-安踏直发店,922525575F-11,-3,-717.0,-1197.0000
20260413,退货单,快手-安踏体育旗舰店,952627114-5,-7,-783.0,-973.0000
20260413,退货单,拼多多-安踏旗舰店,912415552-9,-2,-289.0,-798.0000
20260413,退货单,拼多多-安踏旗舰店,922525536F-1,-5,-552.98,-1495.0000
20260413,退货单,拼多多-安踏安合力专卖店,922625512-7,-1,-219.0,-339.0000
20260413,退货单,安踏会员,112625584-1,-1,-799.0,-799.0000
20260413,退货单,天猫-ANTA SUPERSTORE旗舰店,152627704U-4,-1,-269.0,-299.0000
20260413,退货单,安踏会员,122615523A-1,-1,-699.0,-699.0000
20260413,退货单,安踏会员,122625546-12,-1,-399.0,-399.0000
20260413,退货单,拼多多-安踏篮球旗舰店,152447532U-2,-1,-117.01,-339.0000
20260413,退货单,拼多多-安踏运动旗舰店,972518707-5,-1,-100.0,-299.0000
20260413,退货单,天猫-安踏官方网店,962615401-6,-11,-917.1199999999999,-1309.0000
20260413,退货单,抖音-安踏奥莱旗舰店,922515513-2,-2,-398.0,-678.0000
20260413,退货单,快手-安踏体育旗舰店,922628833-3,-1,-169.0,-299.0000
20260413,退货单,拼多多-安踏旗舰店,112548855U-3,-1,-135.0,-299.0000
20260413,退货单,拼多多-安踏旗舰店,912545535-3,-6,-1247.82,-2994.0000
20260413,退货单,拼多多-安踏旗舰店,922538042-6,-7,-577.0899999999999,-1743.0000
20260413,退货单,拼多多-安踏旗舰店,952537103-1,-3,-141.20999999999998,-237.0000
20260413,退货单,拼多多-安踏旗舰店,962546501-3,-3,-414.0,-897.0000
20260413,退货单,天猫-anta安踏安驰专卖店,922525506F-8,-2,-308.0,-538.0000
20260413,退货单,微信视频号-安踏生活商城,922625512-7,-5,-1095.0,-1695.0000
20260413,退货单,拼多多-郑州安发安踏锋锐专卖店,162517523U-4,-2,-175.11,-478.0000
20260413,退货单,拼多多-安踏男鞋官方旗舰店,112548840-1,-1,-239.0,-339.0000
20260413,退货单,拼多多-安踏篮球旗舰店,162448322U-3,-5,-391.63000000000005,-1345.0000
20260413,退货单,拼多多-安踏运动旗舰店,162437615-1,-3,-456.0,-1797.0000
20260413,退货单,天猫-安踏官方网店,112615575-1,-2,-1438.0,-1598.0000
20260413,退货单,天猫-安踏官方网店,162617612-1,-2,-1650.99,-2398.0000
20260413,退货单,天猫-安踏官方网店,922618881-5,-58,-12141.800000000003,-23142.0000
20260413,退货单,天猫-安踏女子运动旗舰店,922545584-1,-1,-235.91,-399.0000
20260413,退货单,天猫-anta官方outlets店,112531111S-1,-1,-539.0,-899.0000
20260413,退货单,得物-安踏直发店,912445599-7,-1,-309.0,-699.0000
20260413,退货单,得物-安踏直发店,922615575F-2,-1,-219.0,-399.0000
20260413,退货单,得物-安踏直发店,952537612-1,-2,-418.0,-738.0000
20260413,退货单,抖音-anta安踏安之业专卖店,952637508P-6,-28,-2757.0,-4732.0000
20260413,退货单,抖音-安踏官方旗舰店,912625512-4,-3,-616.15,-1017.0000
20260413,退货单,抖音-安踏官方旗舰店,912627706-1,-95,-15796.71,-23655.0000
20260413,退货单,京东-安踏安鸿专卖店,912525509F-4,-4,-606.0,-1076.0000
20260413,退货单,快手-安踏体育旗舰店,912537702Q-4,-2,-238.0,-538.0000
20260413,退货单,拼多多-安踏旗舰店,912515513-1,-91,-9186.3,-30849.0000
20260413,退货单,拼多多-安踏旗舰店,922528011-5,-7,-843.14,-2793.0000
20260413,退货单,拼多多-安踏旗舰店,922548033-7,-3,-501.0,-1197.0000
20260413,退货单,拼多多-安踏男装官方旗舰店,952537404-4,-1,-159.0,-219.0000
20260413,退货单,天猫-anta安踏安驰专卖店,122615582-3,-1,-359.0,-399.0000
20260413,退货单,天猫-anta安踏安驰专卖店,962625502-2,-8,-991.33,-1592.0000
20260413,退货单,安踏大货唯品会,952547408-1,-9,-616.341463,-1521.0000
20260413,退货单,拼多多-郑州安发安踏锋锐专卖店,152447640U-3,-2,-274.0,-998.0000
20260413,退货单,拼多多-郑州安发安踏锋锐专卖店,962537702-4,-11,-1101.0,-3729.0000
20260413,退货单,快手-安踏泉州奥莱专卖店,112628013R-2,-9,-1791.0,-2691.0000
20260413,退货单,拼多多-安踏男鞋官方旗舰店,112515508-3,-3,-572.0,-1197.0000
20260413,退货单,拼多多-安踏男鞋官方旗舰店,112615599-5,-2,-638.0,-1198.0000
20260413,退货单,天猫-安踏安大专卖店,122615582-3,-1,-279.0,-399.0000
20260413,换货单,天猫-安踏体育篮球旗舰店,112615599-5,1,311.96,599.0000
20260413,退货单,拼多多-安踏运动旗舰店,952517606-5,-3,-305.0,-1107.0000
20260413,退货单,天猫-安踏官方网店,162547901-4,-1,-314.0,-499.0000
20260413,退货单,天猫-安踏官方网店,922627704Q-2,-8,-1687.69,-2712.0000
20260413,退货单,天猫-安踏跑步旗舰店,952537609-4,-26,-4872.079999999999,-9594.0000
20260413,退货单,天猫-anta官方outlets店,152520503-1,-1,-488.74,-699.0000
20260413,退货单,天猫-anta官方outlets店,962547501-1,-1,-164.27,-299.0000
20260413,退货单,抖音-安踏健身旗舰店,912616649-6,-22,-5544.98,-10318.0000
20260413,退货单,快手-安踏ANTA旗舰店,952617607-3,-2,-538.0,-898.0000
20260413,退货单,天猫-anta安踏安驰专卖店,912525568F-2,-5,-755.0,-1345.0000
20260413,退货单,安踏大货唯品会,172511605N-4,-11,-1433.0,-6589.0000
20260413,退货单,微信视频号-安踏男装旗舰店,962627110-8,-19,-1903.0,-2641.0000
20260413,退货单,抖音-安踏上海专卖店,122628881R-1,-26,-6940.2,-9594.0000
20260413,退货单,天猫-安踏官方网店,1826272596R-2,-10,-343.0,-490.0000
20260413,退货单,天猫-安踏官方网店,122628024-2,-1,-339.0,-339.0000
20260413,退货单,天猫-安踏官方网店,172541505-3,-8,-1757.3600000000001,-3192.0000
20260413,退货单,天猫-anta安凯专卖店,122615536-2,-2,-598.0,-798.0000
20260413,退货单,拼多多-安踏运动旗舰店,952537405-3,-17,-1138.8,-2873.0000
20260413,退货单,京东-安踏官方旗舰店,912626641-4,-9,-1679.79,-2421.0000
20260413,退货单,天猫-安踏官方网店,152617614-7,-1,-869.25,-1299.0000
20260413,退货单,天猫-安踏官方网店,922618883-5,-3,-737.51,-1407.0000
20260413,退货单,天猫-安踏官方网店,952625505-3,-141,-15035.700000000003,-28059.0000
20260413,退货单,天猫-安踏官方网店,952628103-3,-58,-3902.07,-5742.0000
20260413,退货单,快手-安踏户外鞋服旗舰店,952537612-1,-3,-657.0,-1107.0000
20260413,退货单,微信视频号-安踏运动服饰旗舰店,922615503-3,-1,-179.0,-299.0000
20260413,退货单,安踏大货唯品会,112511108-2,-101,-14641.0,-70599.0000
20260413,退货单,拼多多-郑州安发安踏锋锐专卖店,922535508-4,-56,-5473.03,-16744.0000
20260413,退货单,抖音-安踏运动旗舰店,912621615-4,-4,-1836.0,-2596.0000
20260413,退货单,抖音-安踏云南专卖店,162627101D-3,-3,-417.0,-597.0000
20260413,退货单,快手-安踏运动鞋服专卖店,122628851R-1,-6,-1794.0,-2394.0000
20260413,退货单,安踏会员,112625575-1,-1,-799.0,-799.0000
20260413,退货单,抖音-安踏冠军官方旗舰店,152610702-1,-4,-2876.0,-3596.0000
20260413,换货单,天猫-安踏官方网店,162547707N-1,1,304.61,499.0000
20260413,换货单,天猫-安踏官方网店,912525504F-2,1,145.29,299.0000
20260413,换货单,天猫-安踏官方网店,952615404-4,2,173.2,238.0000
20260413,退货单,拼多多-安踏运动旗舰店,162517727-2,-6,-759.0,-2994.0000
20260413,退货单,京东-安踏官方旗舰店,962625105-7,-3,-208.06,-357.0000
20260413,退货单,天猫-安踏官方网店,172611305S-1,-8,-1545.31,-2712.0000
20260413,退货单,天猫-安踏官方网店,912548068-2,-6,-1057.25,-1794.0000
20260413,退货单,天猫-安踏官方网店,922625547F-2,-9,-2080.2,-3591.0000
20260413,退货单,天猫-安踏官方网店,922628505-2,-5,-1177.0900000000001,-1845.0000
20260413,退货单,天猫-安踏官方网店,952627502-3,-56,-4299.24,-6664.0000
20260413,退货单,天猫-安踏官方网店,962627115-4,-23,-1479.73,-2277.0000
20260413,退货单,得物-安踏直发店,962527205-1,-12,-1648.0,-2388.0000
20260413,退货单,抖音-安踏服饰时尚专卖店,922618898-1,-1,-139.0,-239.0000
20260413,退货单,抖音-安踏健身旗舰店,952628103-7,-122,-8089.85,-12078.0000
20260413,退货单,拼多多-安踏旗舰店,122535545-5,-16,-2334.54,-6384.0000
20260413,退货单,拼多多-安踏旗舰店,912528891-2,-3,-457.0,-1197.0000
20260413,退货单,拼多多-安踏旗舰店,922525522-3,-40,-3933.5,-11960.0000
20260413,退货单,拼多多-安踏旗舰店,962427701-6,-16,-1103.51,-3184.0000
20260413,退货单,拼多多-安踏旗舰店,962536503-4,-10,-1036.51,-2990.0000
20260413,退货单,天猫-anta安踏安驰专卖店,962627116-4,-30,-2003.9499999999998,-2970.0000
20260413,退货单,拼多多-上海安驰安踏专卖店,962537602-3,-19,-2784.46,-8531.0000
20260413,退货单,安踏大货唯品会,922547702Q-3,-3,-393.0,-807.0000
20260413,退货单,安踏大货唯品会,922628002-1,-8,-1295.9024390000002,-2152.0000
20260413,退货单,安踏大货唯品会,952617202N-5,-7,-986.902439,-2583.0000
20260413,退货单,拼多多-郑州安发安踏锋锐大货二店,112615526-6,-3,-697.0,-897.0000
20260413,退货单,天猫-安踏体育篮球旗舰店,912545570-4,-4,-1097.27,-1996.0000
20260413,退货单,天猫-安踏官方网店,1826111111-1,-1,-69.21,-119.0000
20260413,退货单,抖音-安踏沈阳专卖,152627101D-2,-134,-18621.0,-26666.0000
20260413,退货单,快手-安踏泉州奥莱专卖店,122628013R-1,-9,-1791.0,-2691.0000
20260413,退货单,抖音-安踏奥莱旗舰店,122615582-3,-27,-7533.0,-10773.0000
20260413,换货单,抖音-安踏官方旗舰店,912615541-4,3,377.0,597.0000
20260413,退货单,拼多多-安踏运动旗舰店,952527116-5,-1,-62.0,-119.0000
20260413,退货单,京东-安踏官方旗舰店,952628306-1,-1,-154.05,-239.0000
20260413,退货单,天猫-安踏官方网店,912618839-4,-1,-245.61,-399.0000
20260413,退货单,天猫-安踏官方网店,952627115-4,-3,-534.81,-657.0000
20260413,退货单,天猫-安踏官方网店,962537709-1,-5,-635.23,-995.0000
20260413,退货单,天猫-安踏官方网店,962617401-4,-17,-2308.15,-4063.0000
20260413,退货单,得物-安踏直发店,922525575F-1,-3,-667.0,-1197.0000
20260413,退货单,抖音-anta安踏安之心专卖店,952617607-3,-11,-2859.0,-4939.0000
20260413,退货单,抖音-安踏官方旗舰店,922615511-3,-4,-994.0,-1596.0000
20260413,退货单,抖音-安踏官方旗舰店,922615541-12,-5,-635.0,-995.0000
20260413,退货单,抖音-安踏官方旗舰店,962627110-3,-32,-2860.0,-4448.0000
20260413,退货单,抖音-安踏官方旗舰店,992616151R-4,-1,-59.0,-99.0000
20260413,退货单,天猫-anta安踏安鸿专卖店,952627524-2,-4,-433.12,-796.0000
20260413,退货单,拼多多-安踏旗舰店,122535545-1,-18,-2628.6,-7182.0000
20260413,退货单,拼多多-安踏旗舰店,152531501R-1,-12,-1251.0,-2388.0000
20260413,退货单,拼多多-安踏旗舰店,952528111-4,-5,-263.1,-695.0000
20260413,退货单,拼多多-安踏男装官方旗舰店,112615577R-1,-1,-179.0,-299.0000
20260413,退货单,拼多多-安踏男装官方旗舰店,112615582-5,-1,-279.0,-399.0000
20260413,退货单,拼多多-安踏男装官方旗舰店,952615401-4,-1,-94.0,-169.0000
20260413,退货单,拼多多-安踏安之荣专卖店,952615401-2,-1,-94.0,-169.0000
20260413,退货单,拼多多-安踏安之财专卖店,152521112-4,-1,-99.0,-199.0000
20260413,退货单,天猫-anta安踏安建立专卖店,172441404-3,-1,-77.01,-339.0000
20260413,退货单,天猫-anta安踏安建立专卖店,172511715-1,-1,-73.71,-369.0000
20260413,退货单,天猫-安踏安大专卖店,912638821F-1,-1,-178.9,-299.0000
20260413,退货单,京东-安踏安驰专卖店,912615502F-6,-3,-447.0,-807.0000
20260413,退货单,天猫-anta安踏安驰专卖店,912538003Q-2,-6,-934.6500000000001,-1614.0000
20260413,退货单,天猫-安踏滑板旗舰店,912626641-4,-1,-199.0,-269.0000
20260413,退货单,安踏大货唯品会,112541603Q-2,-2,-452.0,-798.0000
20260413,退货单,抖音-安踏运动旗舰店,152620525-1,-3,-1137.0,-1497.0000
20260413,退货单,抖音-安踏运动旗舰店,152620525-2,-1,-379.0,-499.0000
20260413,退货单,天猫-安踏官方网店,112545575-5,-2,-1198.0,-1598.0000
20260413,退货单,抖音-安踏冠军官方旗舰店,152530104-1,-2,-538.0,-678.0000
